"FIDs","AveDBH","AveHt.1","BasalArWtHt.1","Density","AveBasalAr","AveHt.2","BasalArWtHt.2","AveAGB","dem","aspect","slope","s1vv","s1vh","s1vvstd","s1vhstd","s1vvmd","s1vhmd","s1vvrvh","s1vvrvhmd","s1vhrvv","s1vhrvvmd","s1npdi","s1npdimd","p2hh","p2hv","p2hhrhv","p2hvrhh","p2npdi","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
25,6.4,6.4,6.8,778.09,0,6.36,6.78,10.6475,784.426605505,13591.9357798,3508.54740061,-6.13837317766657,-11.7953441561965,0.0402866108542,0.0089739703129,-6.3423810047489,-11.8718664972056,5.65697097852989,5.52948549245667,-5.65697097852989,-5.52948549245667,-0.31543772399313,-0.303580232554945,-7.54183610057457,-15.7560072226223,8.2141711220477,-8.2141711220477,-0.352572167650777,1881.55810398,2226.20489297,1655.68807339,2454.85474006,1846.41437309,2208.07033639,2007.74311927,1548.22477064,1941.16207951,1629.36238532,1885.22324159,2329.5795107,2544.22018349,2092.06422018,2454.85474006,1846.41437309,2208.07033639,2007.74311927,1548.22477064,1941.16207951,1629.36238532,1885.22324159,1018.90825688,1152.28593272,870.874617737,1207.97859327,1093.27217125,1196.85015291,1028.64373089,804.411314985,1007.79816514,921.301223242,969.873088685,11585.206422,14519.3149847,9188.12079511,15499,15468.4877676,9976.68042813,14132.795107,8179.3440367,11810.8944954,14932.3608563,9697.4204893,8192.30428135,8987.71100917,7328.25382263,9346.05963303,9326.37461774,7621.91284404,8490.01529052,6768.81039755,8235.23088685,8724.37003058,7804.18348624,3889.43119266,4172.28134557,3495.53211009,4275.2706422,4050.85474006,3889.70948012,3495.61314985,3174.5351682,4100.17584098,3716.85779817,4115.67737003,17033.5183486,17761.4541284,16593.4097859,18027.4816514,16380.1697248,10288.2262997,10599.4724771,9900.94954128,10700.5412844,9744.35626911,11681.4831804,12401.9587156,11095.148318,12617.795107,10914.7262997,14935.3577982,15796.4541284,14237.8027523,16024.324159,14060.6009174,0.720562708236249,1.59245962105974,1.50659559959828,6.1572408513424,12780.8782492328,13209.0914550387,6498.9682886708,6281.90996056202
26,7.3,6.7,7.1,1301.53,0,6.68,7.13,17.77,805.298780488,15552.6371951,5270.69664634,-6.24125749487726,-12.0550734611845,0.048117210992,0.00937928916835,-6.41445025244268,-12.1102039784794,5.81381596630722,5.69575372603675,-5.81381596630722,-5.69575372603675,-0.317758570298546,-0.307468828029684,-5.31996150462425,-10.4026376250775,5.08267612045329,-5.08267612045329,-0.323272003472475,2349.25152439,3016.21036585,1815.11432927,3285.99695122,2183.87957317,2954.73780488,1723.11280488,1438.79878049,2066.37957317,1948.48780488,2523.98018293,2641.16310976,3049.58841463,2172.25152439,3285.99695122,2183.87957317,2954.73780488,1723.11280488,1438.79878049,2066.37957317,1948.48780488,2523.98018293,1189.4375,1550.0152439,902.015243902,1687.24390244,1199.99847561,1563.9054878,920.545731707,765.428353659,964.56402439,1037.17073171,1216.67682927,10662.1707317,13897.0243902,8196.83689024,15390.402439,13840.3551829,9872.0625,12092.277439,6358.16006098,9147.34603659,15390.402439,9535.3125,8474.47256098,9224.76829268,6355.18292683,9330.47103659,9084.12652439,8392.71036585,6990.19969512,3961.32164634,7516.08689024,9007.32469512,8538.40091463,4541.70426829,5260.67530488,3240.52896341,5506.49390244,4361.86432927,5003.93597561,3025.00914634,1772.06097561,4399.78506098,3971.88414634,5108.66310976,16252.0152439,17281.4588415,15589.7393293,17755.7820122,15435.3353659,10587.1692073,10996.3460366,9918.49085366,11106.4131098,9724.94512195,11330.7789634,12370.2042683,10708.464939,12637.5518293,10567.2134146,14136.2987805,15584.0868902,13226.9390244,15960.6844512,13023.8643293,0.638893968983224,1.31218784173055,1.27488011260713,4.53853945437729,13205.9546032013,13318.7135112791,5358.03104191547,7847.92356128585
27,30,14.3,18.2,339.53,0.09,14.34,18.17,206.7875,719.123076923,6704.96923077,7372.81538462,-8.85860202923431,-14.2808387012761,0.0189041140905,0.00440508499598,-8.83037025478224,-14.3220451774829,5.42223667204178,5.49167492270068,-5.42223667204178,-5.49167492270068,-0.234328769445681,-0.237196630250833,-5.78007126485608,-10.8680738164143,5.08800255155822,-5.08800255155822,-0.305619786872374,1966.62769231,2377.56923077,1528.36,2741.93846154,1522.23076923,2728.75692308,1518.42769231,1284.39076923,1799.17230769,1778.45846154,2741.93846154,2284.10461538,2539.96,1952.31692308,2741.93846154,1522.23076923,2728.75692308,1518.42769231,1284.39076923,1799.17230769,1778.45846154,2741.93846154,1067.56923077,1270.94461538,899.643076923,1419.99384615,972.378461538,1177.29846154,971.898461538,745.907692308,980.16,980.566153846,1175.78461538,8444.26461538,9776.06769231,6755.89230769,10231.32,6877.69230769,10097.2892308,6908.89230769,5394.09230769,9119.18769231,9037.29230769,10231.32,6608.00307692,7830.36,4926.90461538,8922.20615385,4783.31384615,8781.34461538,4777.81230769,3931.02769231,7187.75692308,7081.49230769,8922.20615385,3559.83692308,4312.40615385,2512.85538462,5071.08307692,2342.46153846,4999.15692308,2335.26153846,1875.57846154,4003.41538462,3943.6,5071.08307692,16173.7569231,16474.1753846,15890.6615385,16710.6061538,15744.4092308,10347.9230769,10681.4676923,10118.8184615,10989.6369231,9998.73846154,11353.4153846,11638.0338462,10988.9415385,11826.5015385,10684.1230769,14192.6307692,14750.9938462,13756.9753846,14965.2153846,13375.2092308,0.622198052926289,1.32323469773683,1.23007078396878,4.29377896406074,10459.8930153822,10630.6793141503,4101.20046891857,6358.69254646365
28,19.4,14.8,22,834.68,0.04,14.84,22.04,318.965,731.161290323,6008.00614439,8106.01075269,-8.7151732021867,-14.0652631120809,0.0193225290947,0.00426668453727,-8.72868120877109,-14.1246748326266,5.35008990989424,5.39599362385553,-5.35008990989424,-5.39599362385553,-0.234854584700971,-0.236113838776281,-9.64533894933466,-13.0918887370761,3.44654978774147,-3.44654978774147,-0.151581795075279,2043.13978495,2305.47311828,1492.05683564,2438.92626728,1481.08294931,2262.47926267,1251.67127496,1204.97849462,2273.54070661,1646.40245776,2202.43010753,2361.12135177,2578.75729647,1896.64208909,2438.92626728,1481.08294931,2262.47926267,1251.67127496,1204.97849462,2273.54070661,1646.40245776,2202.43010753,1114.85560676,1278.93241167,830.19969278,1397.00768049,844.055299539,1235.22580645,704.723502304,654.728110599,1130.0030722,945.104454685,1207.11367127,8502.56221198,9719.18740399,6420.10599078,9994.37173579,6466.92473118,7861.22119816,5485.9984639,5188.13671275,9227.53763441,8528.62672811,9704.00614439,6588.37634409,7869.20430108,4495.67127496,8289.24577573,4395.91858679,6448.96927803,3573.53149002,3426.50998464,7402.26728111,6252.99539171,8134.29953917,3499.50537634,4242.46850998,2174.31797235,4459.53917051,2080.39938556,3561.95698925,1560.30568356,1514.13364055,4109.67281106,3114.37634409,4363.06758833,16227.5268817,16541.7572965,15847.1966206,16741.7081413,15578.0752688,10371.7542243,10644.9032258,10005.9815668,10725.3947773,9846.63133641,11330.764977,11922.5683564,10997.7219662,12239.8940092,10863.0768049,14297.5176651,15201.6420891,13908.53149,15645.4254992,13731.4700461,0.612517064194534,1.30219958638643,1.20447813791657,4.1615176184277,10485.6262926293,10714.1169205872,4078.82374223941,6406.80255038984
29,11.2,8.3,10.8,806.39,0.01,8.27,10.77,42.0475,391.701674277,25843.0197869,4072.9695586,-7.92719140833203,-13.015053856914,0.022283165323,0.00646206116817,-7.93210730388138,-13.0743185823017,5.08786244858197,5.14221127842036,-5.08786244858197,-5.14221127842036,-0.242947324135553,-0.244792298617664,-9.53773791523533,-13.3955480283105,3.85781011307517,-3.85781011307517,-0.168218811842831,1879.36986301,2125.24809741,1741.47640791,2446.63165906,2446.09741248,2401.09893455,2294.68188737,1633.91780822,1829.85388128,1657.27245053,1868.75342466,2277.58447489,2542.7564688,2129.54033486,2446.63165906,2446.09741248,2401.09893455,2294.68188737,1633.91780822,1829.85388128,1657.27245053,1868.75342466,1048.19939117,1386.71689498,926.891933029,1807.64535769,1804.24200913,1733.66057839,1698.43683409,769,1013.55707763,926.153729072,791.549467275,9009.22222222,9863.17656012,8544.82648402,10471.4033486,10195.6392694,9918.05327245,10000.934551,8283.71841705,8627.10045662,9062.04718417,9322.33789954,6753.65449011,7313.40334855,6129.4414003,7551.67732116,7037.60121766,6940.71841705,6755.53272451,5834.06849315,6627.46727549,6448.24961948,7453.7869102,3336.09284627,3553.38203957,2974.24809741,3707.70471842,3510.65296804,3475.66818874,3293.02891933,2796.25266362,3351.87975647,3033.07153729,3617.12328767,16530.564688,16755.3363775,16330.7016743,16904.1491629,16113.348554,10233.1156773,10395.7945205,9981.42313546,10495.261796,9885.85540335,11503.4703196,11893.9360731,11225.8873668,11994.7549467,11052.8812785,14717.2252664,15076.0943683,14390.8782344,15131.4764079,14295.9223744,0.654800207722117,1.43458417815871,1.31832063837624,4.79374624417507,10620.7878946733,10929.5331123279,4617.44545662142,6003.34243805192
30,15.9,12.2,14.2,297.09,0.02,12.21,14.16,31.2425,393.297709924,19120.5923664,8678.98473282,-7.50799298922407,-12.9935586314292,0.0312329054305,0.00699408222701,-7.66147639006841,-13.0082891694165,5.48556564220513,5.34681277934811,-5.48556564220513,-5.34681277934811,-0.267568315984385,-0.258677959552113,-8.38596911436309,-14.4567719414807,6.0708028271176,-6.0708028271176,-0.265765076628776,2586.38167939,2936.89160305,2309.99541985,3125.83816794,2807.70992366,2807.88396947,2393.39847328,2257.3389313,2257.3389313,2381.43358779,3124.45038168,2857.97862595,3030.53282443,2612.21832061,3125.83816794,2807.70992366,2807.88396947,2393.39847328,2257.3389313,2257.3389313,2381.43358779,3124.45038168,1421.06870229,1523.79541985,1193.62748092,1563.58473282,1489.66717557,1489.30076336,1156.18625954,1081.2259542,1146.01221374,1087.69770992,1469.21374046,10340.0671756,11795.8137405,9298.11145038,13674.421374,7959.81984733,7958.62900763,13604.8152672,7958.62900763,9938.77557252,13671.870229,10164.8610687,8419.92061069,9093.91450382,7721.81526718,9184.20610687,7547.22900763,7547.13740458,9033.61984733,7537.84732824,7601.05648855,9121.10687023,9067.7129771,4275.18015267,4912.96641221,4011.21068702,5375.61221374,4161.78320611,4162.67633588,4394.12366412,3745.53282443,3745.53282443,4409.99083969,5375.17709924,16069.789313,16592.4366412,15265.5664122,17028.1679389,14801.7435115,10472.5496183,10817.670229,10271.2152672,11020.8061069,10166.6259542,11081.1832061,11626.9145038,10502.2381679,12010.9572519,10269.0152672,14100.4076336,14732.0030534,13253.3175573,15134.1221374,13079.3053435,0.599831058258266,1.27516463743478,1.17136601800093,3.99788911976778,13091.0797868803,13304.6023165042,4920.45631635702,8170.62347052327
31,13.2,10.2,13.7,466.85,0.02,10.22,13.68,36.5025,387.610429448,22191.6380368,3792.37116564,-8.22404707349692,-13.2239865090422,0.0217475745301,0.00678101980036,-8.34580092899279,-13.2005152667728,4.9999394355453,4.85471433778005,-4.9999394355453,-4.85471433778005,-0.233118780624055,-0.225315283302773,-9.5895168443584,-13.653758740389,4.06424189603055,-4.06424189603055,-0.174856675480696,1877.26993865,1979.71165644,1776.73006135,2063.70858896,1940.7208589,2060.0398773,1882.01840491,1683.71779141,1774.38957055,1742.33435583,2056.17177914,2504.20552147,2625.45398773,2400.35276074,2063.70858896,1940.7208589,2060.0398773,1882.01840491,1683.71779141,1774.38957055,1742.33435583,2056.17177914,1078,1240.43251534,927.579754601,1386.50920245,1167.66257669,1031.73006135,1110.01840491,827.926380368,1018.66564417,829.487730061,1011.99079755,11247.5674847,12545.404908,9789.32208589,12785.9693252,12416.8343558,9072.10736196,12638.9969325,8972.29754601,10626.7730061,12652.8834356,9085.58588957,7846.88957055,8284.63496933,7392.01226994,8695.57361963,7943.49693252,7717.5797546,7878.41717791,6962.53374233,7532.50306748,8695.57361963,7760.44785276,3605.24539877,3825.17791411,3371.0398773,3942.30368098,3635.4202454,3901.84662577,3544.80674847,3204.49693252,3404.37423313,3789.6196319,3925.65337423,17147.3803681,17445.6042945,16655.1441718,17582.8006135,16291.8742331,10159.7699387,10351.4846626,10006.7515337,10617.8957055,9903.78220859,11717.5521472,12112.9631902,11302.5337423,12319.6165644,10804.0306748,15217.392638,15498.1993865,14625.9325153,15625.6656442,13980.1042945,0.713936275460417,1.62372219032019,1.48696972570689,5.9914492067073,12332.254306451,12856.7257288528,6219.53529818772,6112.71900826326
32,15.3,14.5,14.9,877.12,0.02,14.5,14.95,74.83,381.411314985,25248.1422018,3600.21406728,-8.17003815756519,-13.2707002508229,0.0224410554434,0.00593833564154,-8.36262180107802,-13.2576793244002,5.10066209325773,4.8950575233222,-5.10066209325773,-4.8950575233222,-0.237895822247532,-0.226410237994033,-8.76554216345531,-13.4056152912086,4.64007312775327,-4.64007312775327,-0.209284207973418,1687.81804281,1800.13761468,1539.60091743,1845.10703364,1788.14067278,1767.18042813,1712.51376147,1413.19266055,1627.24770642,1526.4648318,1566.82568807,2235.4648318,2309.32874618,2104.32721713,1845.10703364,1788.14067278,1767.18042813,1712.51376147,1413.19266055,1627.24770642,1526.4648318,1566.82568807,1039.99235474,1192.77675841,878.925076453,1305.82110092,1136.49541284,1135.14220183,1138.47553517,718.275229358,912.581039755,729.926605505,858.418960245,10407.6116208,11682.4327217,9321.08562691,11979.5061162,11460.0657492,8628.5412844,9599.20795107,8628.5412844,10662.5565749,11636.9984709,10734.8180428,7041.67584098,7429.94036697,6265.80733945,7666.78134557,7260.21712538,5662.85321101,5915.18654434,5550.18654434,7440.6116208,7656.43883792,7505.52446483,3185.94036697,3326.52599388,2874.14831804,3405.37614679,3339.26146789,2601.82415902,2631.15749235,2514.49082569,3318.1941896,3315.1941896,3326.63149847,17250.8914373,17559.1972477,16881.6636086,17684.67737,16584.3853211,10027.7675841,10147.5152905,9876.33486239,10199.0259939,9782.24006116,12041.2461774,12339.116208,11770.3318043,12493.4587156,11634.1452599,15399.9648318,15650.617737,15150.5336391,15791.4266055,15064.4464832,0.720916397391334,1.71169971908991,1.50763667587588,6.16631138951013,11160.9119058099,11723.9955100919,5798.24120428839,5362.67070152155
33,29.2,21.7,23.3,113.18,0.07,21.68,23.29,76.73,441.37804878,3504.95731707,8083.81402439,-7.68767802149059,-12.7104806767024,0.0282107106944,0.00608086394055,-7.67881506704122,-12.7720415511247,5.02280265521184,5.09322648408348,-5.02280265521184,-5.09322648408348,-0.246238041851139,-0.249047097594891,-8.57038290459901,-11.1364947304379,2.56611182583893,-2.56611182583893,-0.130214023416709,1571.6097561,1677.41768293,1362.08231707,1715.85670732,1654.21341463,1657.03658537,1411.19817073,1226.05792683,1715.85670732,1300.25304878,1550.71341463,1954.4054878,2074.06097561,1822.42378049,1715.85670732,1654.21341463,1657.03658537,1411.19817073,1226.05792683,1715.85670732,1300.25304878,1550.71341463,926.542682927,1099.82926829,796.213414634,1297.07926829,1297.07926829,1256.90853659,1093.88109756,717.097560976,952.12195122,738.637195122,720,7186.14329268,7876.14329268,6437.3445122,8533.61890244,6154.8597561,6139.90243902,6874.95731707,6114.58841463,7212.20121951,8243.89939024,8397.95731707,5866.97560976,6684.7804878,4285.38109756,7173.72865854,3865.67682927,4061.40243902,3782.82012195,3782.82012195,6494.89939024,5586.15853659,7173.72865854,2874.20731707,3312.89329268,1991.69207317,3535.57012195,1829.4054878,1954.39329268,1574.22865854,1574.22865854,3266.92073171,2453.4847561,3535.57012195,16409.2896341,16874.7103659,16025.1554878,17292.4847561,15740.8597561,10349.8353659,10533.6615854,9831.7804878,10639.9146341,9554.85670732,11035.6219512,12245.7896341,10630.1402439,12880.9573171,10446.2469512,14299.3871951,15447.3567073,13920.9359756,16260.5487805,13735.5457317,0.641092927067878,1.45187457268921,1.2808034720952,4.57247307404902,8975.03137713434,9101.77938109716,3586.2880652425,5388.74331189184
56,10.2,9,9.9,1400.56,0.01,9.02,9.86,49.97,463.300911854,16707.6869301,16885.6732523,-8.66208477938003,-13.6246062406261,0.0245203708092,0.00556161610472,-8.63073237835983,-13.618470509435,4.96252146124605,4.98773813107521,-4.96252146124605,-4.98773813107521,-0.22266748602524,-0.224176037057548,-12.2587371443677,-15.2344227308072,2.97568558643957,-2.97568558643957,-0.108233669754581,1725.66717325,1883.34650456,1596.51975684,1977.64589666,1690.2112462,1819.63829787,1690.2112462,1546.7887538,1831.29635258,1593.74012158,1552.95896657,2272.39361702,2434.53343465,2040.97568389,1977.64589666,1690.2112462,1819.63829787,1690.2112462,1546.7887538,1831.29635258,1593.74012158,1552.95896657,995.717325228,1135.56838906,748.545592705,1247.75075988,1026.29027356,1031.73100304,1026.29027356,432.477203647,1040.66869301,571.930091185,432.477203647,11213.7446809,12142.831307,10421.1367781,12432.2370821,11799.006079,10851.6671733,11799.006079,10069.7933131,11474.4741641,11258.0911854,10846.6550152,7465.37386018,8016.58206687,6842.76899696,8226.41793313,7084.01215805,7466.14285714,7084.01215805,6560.26443769,7958.90729483,7822.4331307,8093.56079027,3297.45592705,3569.30547112,3004.67173252,3695.39361702,2967.26595745,3272.85106383,2967.26595745,2841.39361702,3471.76291793,3438.74468085,3690.37841945,17317.5987842,17475.1306991,17177.3844985,17518.2948328,17125.1641337,10019.1534954,10252.5683891,9860.32370821,10533.3799392,9751.35714286,12055.4103343,12295.7477204,11722.5091185,12504.1079027,11439.1139818,15464.5136778,15746.5896657,15191.4224924,16001.0577508,14906.1656535,0.733269611833781,1.68217971668147,1.54465091687094,6.49820826097122,11800.8154486454,12425.1051679575,6380.68379441399,5420.13165423146
57,14.6,10.9,12,396.12,0.02,10.86,11.96,26.6025,305.465960666,29176.5234493,10130.2511346,-8.723602075103,-14.3244114767498,0.0376044210165,0.00736739374725,-8.96497538289939,-14.4171308915066,5.60080940164679,5.45215550860725,-5.60080940164679,-5.45215550860725,-0.243006165761151,-0.233176406121084,-7.9298708601806,-14.963376501821,7.03350564164043,-7.03350564164043,-0.307230578974772,1621.72163389,1821.96974281,1510.11195159,1901.79576399,1599.51588502,1885.66414523,1873.45083207,1447.45990923,1607.74886536,1529.15733737,1776.10892587,2120.28139183,2294.50983359,1959.73676248,1901.79576399,1599.51588502,1885.66414523,1873.45083207,1447.45990923,1607.74886536,1529.15733737,1776.10892587,1045.27382753,1229.63540091,892.467473525,1358.47352496,1108.45839637,1264.83812405,1358.47352496,757.590015129,970.491679274,1013.18003026,1061.7881997,8950.54765507,9925.41452345,8037.31467474,10681.3993949,8036.39636914,8059.77912254,8070.18305598,7651.46444781,8080.11800303,10149.0332829,8402.93494705,6484.34795764,6919.96974281,5458.35552194,7102.02723147,5186.90468986,5631.1709531,5001.05446293,4981.32980333,6439.9924357,6464.40393343,6771.91679274,2942.57337368,3162.66263238,2450.73676248,3295.22541604,2308.16187595,2640.44931921,2360.90015129,2287.02118003,3091.70499244,2777.68683812,3270.76853253,16908.2284418,17269.4114977,16408.0726172,17383.8441755,16186.7367625,10070.9591528,10286.1966717,9809.15279879,10361.5688351,9717.65204236,11856.1406959,12260.8835098,11272.4311649,12417.9667171,11047.1497731,15264.4099849,15600.6974281,14678.8517398,15719.98941,14377.096823,0.693212197009876,1.68986514995737,1.4265433004579,5.51916399709144,10113.3952081718,10519.7951925883,4802.35330257281,5311.04190559897
58,12.6,10.4,11.9,481,0.01,10.41,11.93,23.7825,323.890410959,14245.4003044,17018.7762557,-5.62370163384537,-10.5407957385437,0.0544955279718,0.0267862160711,-5.66784793316845,-10.9950316134735,4.91709410469829,5.32718368030505,-4.91709410469829,-5.32718368030505,-0.304190968108745,-0.319703666187674,-3.78107608532338,-6.87504345608419,3.09396737076081,-3.09396737076081,-0.29034653362683,1755.59665145,1911.39421613,1681.9543379,2024.62557078,1908.91324201,1916.34703196,1750.7716895,1641.24961948,1677.66818874,1678.26788432,1916.34703196,2316.847793,2452.06240487,2246.76560122,2024.62557078,1908.91324201,1916.34703196,1750.7716895,1641.24961948,1677.66818874,1678.26788432,1916.34703196,1023.11415525,1164.29832572,941.552511416,1330.02587519,927.383561644,924.168949772,1033.58295282,913.401826484,1052.71537291,1067.46270928,924.168949772,11368.2496195,12211.9269406,10736.4794521,13410.1750381,10081.2328767,10066.7671233,11351.9604262,10066.7671233,11188.1856925,11864.5707763,10066.7671233,7593.97412481,7973.58143075,7063.80060883,8180.53120244,7707.99543379,7772.08675799,6635.64079148,6635.64079148,7368.10806697,7548.49467275,7772.08675799,3395.36377473,3593.72907154,2945.4870624,3746.97108067,3616.55403349,3667.31811263,2708.09741248,2708.09741248,3115.18417047,3190.76255708,3667.31811263,17352.7990868,17441.0806697,17092.435312,17524.6788432,16798.0593607,9995.00152207,10239.304414,9757.32115677,10411.6042618,9640.23287671,12080.4931507,12427.0745814,11661.6849315,12626.95586,11284.1202435,15536.6940639,15925.109589,15068.6849315,16150.9878234,14659.52207,0.732456992377903,1.68886309462581,1.54220134013219,6.47543364252297,12012.3826733697,12629.8961462821,6450.87385769757,5561.50881567214
59,22.7,16.8,17.3,268.8,0.04,16.75,17.26,60.2575,642.967889908,20138.9036697,8139.28899083,-7.09552032504249,-13.3152941352408,0.0479017919562,0.00886441938314,-7.22830990083228,-13.3899035729399,6.2197738101983,6.16159367210766,-6.2197738101983,-6.16159367210766,-0.304729329753163,-0.298842267781621,-1.663049780522,-8.46219718516356,6.79914740464156,-6.79914740464156,-0.671504352208282,1476.27522936,1672.44036697,1376.39449541,1773.7706422,1725.11009174,1622.17431193,1412.69724771,1316.32110092,1506.8440367,1394.66972477,1630.70642202,1860.96330275,2043.9266055,1761.0733945,1773.7706422,1725.11009174,1622.17431193,1412.69724771,1316.32110092,1506.8440367,1394.66972477,1630.70642202,795.697247706,999.376146789,738.467889908,1138.74311927,788.256880734,907.201834862,877.431192661,697.935779817,875.80733945,737.431192661,778.302752294,8514.65137615,9402.12844037,7493.18348624,9704.16513761,8750.33027523,7859.09174312,8452.33944954,6907.08256881,9533.52293578,9541.10091743,8312.34862385,6100.21100917,6433.05504587,5291.97247706,6612.53211009,6576.70642202,5777.44036697,5316.80733945,4497.44954128,6358.60550459,6050.70642202,6394.64220183,2806.97247706,3030.44954128,2450.24770642,3121.8440367,3102.89908257,2725.83486239,2404.85321101,2187.99082569,2834.10091743,2689.62385321,2983.12844037,16834.6605505,17221.3211009,16681.6605505,17440.0091743,16566.8990826,10121.6055046,10265.0275229,9961.85321101,10309.0642202,9904.4587156,11762.1376147,12167.3302752,11416.4036697,12473.5412844,11277.1100917,15026.266055,15419.1926606,14793.706422,15655.5229358,14665.6880734,0.704476814283505,1.54274929969211,1.45918904722652,5.76765850080767,9493.21756696878,9838.78799908166,4692.06231559853,4801.15525137025
60,17.1,10.8,12.9,226.35,0.03,10.81,12.91,35.4975,631.58218126,14127.0844854,6722.84639017,-1.55603724605538,-8.43270643886263,0.365039244122,0.0801041314676,-2.39793015061007,-8.84469474673912,6.87666919280725,6.44676459612905,-6.87666919280725,-6.44676459612905,-0.688441851119908,-0.573421656863166,-2.48405517379416,-4.62890938899453,2.14485421520037,-2.14485421520037,-0.301541529733063,1592.80798771,1973.80184332,1472.65130568,2251.41628264,2251.41628264,2251.41628264,1418.39170507,1418.12135177,1683.42396313,1501.47926267,1569.80030722,1947.6328725,2218.20583717,1849.16282642,2251.41628264,2251.41628264,2251.41628264,1418.39170507,1418.12135177,1683.42396313,1501.47926267,1569.80030722,895.474654378,1178.13517665,777.499231951,1372.80952381,1372.80952381,1372.80952381,846.242703533,730.112135177,969.718894009,784.076804916,754.700460829,8536.06912442,9169.09984639,7911.03379416,9639.88479263,7868.8156682,7868.8156682,7770.48694316,7320.74961598,9047.50230415,9630.31182796,8329.49769585,6440.62519201,6616.16282642,5896.06144393,6682.30568356,6588.37327189,6588.37327189,5320.43932412,5300.83102919,6470.8156682,6501.55606759,6528.89400922,3085.60983103,3303.43778802,2796.59139785,3455.05683564,3455.05683564,3455.05683564,2542.69892473,2541.6390169,3068.2764977,3009.89861751,3177.453149,16807.0860215,17115.2872504,16195.5606759,17295.8110599,15541.9462366,10217.3870968,10365.1075269,10115.827957,10427.9723502,10076.1966206,11560.2288786,11852.764977,11144.688172,11982.0092166,10879.8233487,14779.5069124,15120.8663594,14295.1013825,15238.3195084,13890.8141321,0.685491694671168,1.52560826031207,1.40440308033772,5.35913254471583,9940.37542534188,10185.3342552947,4573.14740522109,5367.22802012079
61,36.8,20.9,22.7,113.18,0.11,20.88,22.7,108.005,622.149162861,32890.3302892,11772.2085236,-8.87775765597667,-14.8750051573191,0.0223233452211,0.00555040598549,-8.94458867826667,-15.0047157603861,5.99724750134246,6.06012708211944,-5.99724750134246,-6.06012708211944,-0.252486312791599,-0.253039794856787,-10.5827104946976,-15.2718044223617,4.68909392766416,-4.68909392766416,-0.181364606634728,1496.55098935,1552.96651446,1296.61796043,1581.07914764,1128.23287671,1566.42922374,1128.23287671,1128.23287671,1512.67732116,1336.68188737,1530.80821918,1867.76255708,1942.02435312,1786.46423135,1581.07914764,1128.23287671,1566.42922374,1128.23287671,1128.23287671,1512.67732116,1336.68188737,1530.80821918,838.785388128,929.485540335,777.926940639,937.232876712,921.404870624,931.826484018,921.404870624,771.815829528,810.624048706,853.730593607,783.890410959,7389.87366819,8257.7564688,6574.70928463,8715.49619482,6272.33028919,6971.65144597,6272.33028919,6252.05631659,7518.20395738,8216.30593607,8269.85083714,5866.26788432,6436.2435312,4444.9086758,6769.24657534,3370.10045662,5616.65144597,3370.10045662,3370.10045662,6093.71689498,5151.14003044,6747.33028919,2760.01369863,3005.96651446,1909.39726027,3123.76864536,1211.67427702,2654,1211.67427702,1211.67427702,2896.07914764,2169.69863014,3120.76712329,16709.1065449,17031.8249619,16441.585997,17185.2420091,16327.2146119,10250.8097412,10383.9984779,9825.92694064,10422.0532725,9539.18569254,11230.5753425,12254.1202435,10959.9847793,13023.847793,10868.8401826,14665.2800609,15860.8614916,14339.6392694,16784.6971081,14247.4003044,0.663182652861362,1.46174064604177,1.3415140318292,4.93793644237919,8936.7602907158,9107.54477747552,3841.238155401,5095.5221353148
