"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
108,15,43312736452620,"c056145c-cd72-44f8-9db0-fbb8d8a7b57e",1577,1706,1434,1750,1540,1669,1546,1388,1457,1451,1605,2026,2192,1874,1750,1540,1669,1546,1388,1457,1451,1605,904,1059,767,1112,942,984,941,682,682,771,877,10564,11798,9082,12299,8936,8914,11405,8678,10650,11309,8898,7339,8010,6890,8444,6772,7249,7221,6556,7489,7350,7235,3354,3656,3108,3816,3312,3579,3202,2942,3278,3187,3507,17416,17635,17027,17709,16842,10223,10468,10061,10541,10000,11769,12097,11258,12231,11031,15206,15507,14559,15628,14279,9,0,1,0.740219092331768,1.69604438740847,1.56570126412912,6.69879518072289,11404.2857,11841.4824,6056.2138,5348.0719
109,15,43312706453621,"fbe1ae31-ad91-46d0-803b-9daca2cefc00",1447,1632,1294,1758,1285,1725,1285,1227,1423,1227,1458,1856,2088,1700,1758,1285,1725,1285,1227,1423,1227,1458,832,1014,726,1193,829,1143,829,671,671,786,758,9014,10281,7858,10860,8168,8437,8168,7305,8985,9370,7954,6411,7194,5752,7566,5346,6328,5346,5346,6509,6363,6303,2963,3176,2651,3235,2382,2958,2382,2382,3089,2793,3018,17251,17564,16785,17684,16603,10172,10342,10046,10399,9982,11734,11986,11310,12211,11058,15166,15456,14665,15563,14458,9,0,1,0.723353407895995,1.65117395478747,1.51487852143692,6.2294402211472,9950.5641,10300.4651,5058.5454,4892.0187
110,15,43312707441622,"d2c95954-466e-43ee-abbc-60ddf85572a7",1677,1944,1458,2079,1423,1862,1423,1368,1769,1465,1976,1991,2202,1810,2079,1423,1862,1423,1368,1769,1465,1976,906,1017,827,1077,862,962,862,788,922,887,1013,7745,8813,7033,9547,7877,6630,7877,6505,6600,9473,7403,5988,6865,5102,7420,4571,6236,4571,4571,6043,6240,6684,3059,3622,2462,3975,1950,3344,1950,1950,3102,2882,3737,16405,17013,15872,17322,15602,10352,10618,9937,10710,9701,11337,12209,10572,12683,10296,14308,15466,13551,16076,13311,8,0,1,0.644024623222246,1.37746299827477,1.28878241071125,4.61836612999404,9374.6154,9563.7061,3907.621,5466.9944
111,15,43312736451623,"59a98594-29a8-4494-8c04-5c4a79ea3365",1518,1711,1395,1934,1852,1912,1438,1322,1458,1520,1599,1836,2060,1735,1934,1852,1912,1438,1322,1458,1520,1599,803,1018,678,1237,1197,1164,917,619,753,835,886,7605,8440,7038,9214,7112,6841,7853,6841,7626,8689,8415,5767,6416,5241,7236,5605,6009,5185,4928,5905,6669,6894,2749,3182,2473,3506,2816,3142,2298,2298,2737,3237,3370,16807,16959,16227,17026,15639,10281,10419,10054,10491,9921,11391,11968,10907,12084,10650,14659,15201,14121,15474,13705,8,0,1,0.667214731996054,1.42332694196324,1.35276286313693,5.0098814229249,8929.7639,9165.6077,3996.9643,4932.7996
112,15,43312707452624,"271731a0-e8dd-4790-8492-f2e23f9b58c5",1390,1615,1282,1852,1745,1838,1254,1241,1462,1312,1496,1791,1947,1693,1852,1745,1838,1254,1241,1462,1312,1496,774,981,688,1207,1153,1207,843,654,778,751,820,7508,8434,6938,8892,7591,7349,7464,6748,7082,8686,7151,5516,6030,4687,6417,5327,5759,4302,4302,5883,5358,5995,2564,2884,2001,3046,2508,2857,1685,1685,2790,2312,2881,16891,17201,16387,17365,16015,10158,10294,9820,10397,9654,11597,12427,11075,12724,10858,14930,15886,14426,16319,14195,7,0,1,0.687570240503484,1.52279968140183,1.41032733978792,5.40143884892086,8578.4067,8867.4385,4027.7207,4550.686
113,15,43312735441625,"1029b86c-0c62-484b-ae7f-b82e5672b618",1410,1584,1208,1674,1061,1600,1051,1051,1390,1173,1573,1775,1929,1639,1674,1061,1600,1051,1051,1390,1173,1573,784,923,661,985,603,860,597,597,742,821,935,7146,8360,6295,8756,6928,6482,6960,5885,5885,7984,7201,5354,5992,4443,6366,3580,4918,3569,3566,5159,4999,6118,2532,2828,1958,3088,1457,2427,1436,1436,2495,2188,2976,16665,17318,16144,17442,16012,10159,10357,9819,10391,9614,11476,12419,10795,13253,10635,14764,15870,14113,16617,14027,8,0,1,0.670406732117812,1.47424694150303,1.36169404614946,5.06808510638298,8330.1749,8585.0077,3747.8521,4582.3228
114,15,43312706452626,"f36fcb27-b0c1-4561-adba-5ea32e587384",1345,1503,1252,1626,1304,1486,1304,1193,1248,1384,1287,1733,1945,1568,1626,1304,1486,1304,1193,1248,1384,1287,773,1003,586,1080,957,971,957,516,519,874,541,7177,8242,6593,9402,7287,6533,7287,6424,6550,8336,7139,5034,5836,4355,6548,3940,4812,3940,3940,4895,5319,5439,2349,2690,1894,2882,1455,2357,1455,1455,2425,2230,2664,16888,17070,16579,17144,16295,10074,10268,9782,10350,9516,11684,12466,11352,12984,11231,15089,15914,14603,16676,14490,8,0,1,0.684346397559258,1.54277551452304,1.40111474149529,5.3360594795539,7998.2219,8359.762,3825.0592,4173.1627
115,15,43312735451627,"f89d5cfa-278f-45c1-8b1f-9cb952140a46",1346,1518,1270,1600,1304,1575,1304,1242,1263,1586,1378,1750,1938,1581,1600,1304,1575,1304,1242,1263,1586,1378,783,979,596,1057,947,934,947,531,533,1042,563,7560,8505,7108,9644,7664,7015,7664,7001,7025,9566,7443,5457,6230,4652,6971,4324,5131,4324,4324,5324,6906,5913,2524,2814,2051,3020,1649,2571,1649,1649,2455,2995,2826,17048,17128,16720,17156,16332,10135,10283,9861,10407,9582,11612,12278,11358,12786,11145,15087,15770,14650,16458,14495,8,0,1,0.697731866157646,1.59096727943059,1.43957225197843,5.61664190193165,8514.7103,8829.4971,4098.967,4415.7433
116,15,43312737453628,"3e77b592-a468-4b38-83be-0a83a46fee73",1334,1562,1232,1850,1850,1850,1312,1107,1266,1140,1238,1791,1943,1687,1850,1850,1850,1312,1107,1266,1140,1238,795,1020,700,1212,1212,1212,937,670,670,761,846,8861,9917,7731,10550,7655,7655,8319,7218,9302,9061,8555,5908,6483,5234,7121,5860,5860,4709,4709,6008,6194,6138,2606,2884,2175,2957,2893,2893,1815,1815,2593,2766,2829,17471,17659,16726,17767,16107,10035,10158,9816,10226,9598,11980,12453,11570,12772,11327,15521,16024,14954,16421,14514,7,0,1,0.738303089749877,1.72582198376668,1.55985775390431,6.6424287856072,9322.0378,9809.9953,5057.5274,4264.5104
117,15,43312706453629,"1bc65041-7f3b-4569-9b20-5b0e82e40988",1407,1742,1242,1982,1870,1870,1180,1123,1199,1440,1585,1884,2150,1655,1982,1870,1870,1180,1123,1199,1440,1585,811,1126,669,1318,1219,1219,797,551,551,836,918,8810,10794,7779,11962,7712,7712,7904,7576,8485,10763,8256,6086,7034,5210,7994,6069,6069,4408,4408,5947,6734,6216,2716,3075,2202,3349,3012,3012,1673,1673,2631,2846,2931,17383,17570,16733,17636,16094,10001,10171,9801,10247,9620,11999,12449,11555,12842,11190,15538,16041,14973,16505,14380,8,0,1,0.724576685915631,1.65681930083703,1.51852672344476,6.26154939587775,9526.2528,9957.8567,4948.855,4577.3978
118,15,43312737453630,"f2fcabf2-eb2f-4470-a224-f1bd9c7e53b2",1478,1638,1351,1717,1301,1426,1400,1289,1442,1432,1357,2049,2193,1869,1717,1301,1426,1400,1289,1442,1432,1357,844,956,746,1038,837,936,789,691,696,797,791,11067,12826,8724,13176,7602,7820,12686,7584,10604,13065,9107,7553,8112,6287,8571,5217,5528,7399,5217,7717,7750,6722,3261,3399,2842,3454,2399,2576,3058,2399,3349,3213,3137,17556,17957,17157,18022,16933,10121,10292,9925,10337,9804,11838,12353,11520,12636,11454,15398,15909,14988,16121,14816,9,0,1,0.764368274212834,1.76190651183301,1.6402444030872,7.48782138024357,11648.3065,12155.1721,6520.5566,5127.7499
119,15,43312706441631,"8f9a2257-aebd-4033-8056-791c3bc4fbfd",1511,1682,1286,1826,1180,1626,1180,1180,1591,1573,1448,1923,2203,1775,1826,1180,1626,1180,1180,1591,1573,1448,844,1096,705,1311,809,1023,809,596,629,924,772,9388,11211,8768,12415,8736,9271,8736,8468,9701,12415,8660,6709,7673,6173,8074,5693,6556,5693,5693,6995,8074,6659,3060,3372,2652,3490,2339,2985,2339,2339,3187,3453,3124,17300,17647,17101,17751,17013,10143,10325,10019,10385,9942,11752,12030,11466,12124,11257,15251,15642,14900,15777,14660,9,0,1,0.722726855674833,1.62412371134021,1.51301535104568,6.21310390469888,10370.25,10731.5139,5282.4831,5087.7669
120,15,43312706452632,"7b5ffb3a-a872-4a23-90b4-bd1c1c47cc5a",1396,1686,1178,1925,1925,1925,1213,1067,1490,1067,1490,1818,2125,1681,1925,1925,1925,1213,1067,1490,1067,1490,789,1016,710,1274,1274,1274,729,678,790,695,790,8460,9915,7444,11276,8248,8248,7445,7127,9109,7906,9109,6136,7161,4938,7890,6445,6445,4670,4491,6948,5600,6948,2914,3316,2184,3498,3201,3201,1886,1886,3249,2764,3249,17263,17527,16711,17614,16189,10192,10331,9923,10391,9818,11745,12281,11362,12382,11086,15133,15692,14605,15979,14291,8,0,1,0.716720779220779,1.61729016896378,1.49516568738676,6.06017191977077,9513.1799,9794.3565,4692.2262,4820.9537
121,15,43312708453633,"93b7f177-c31d-43d0-a8dc-8f7693bb821f",1304,1450,1199,1532,1170,1501,1117,1107,1341,1305,1255,1802,1956,1671,1532,1170,1501,1117,1107,1341,1305,1255,734,860,685,962,780,956,733,636,700,739,654,8754,10528,7156,10952,6288,7780,6584,6116,10170,10341,7632,5794,6800,4812,7663,3794,5660,3825,3586,6470,6141,5473,2611,2898,2137,3166,1543,2695,1516,1447,2782,2582,2572,17372,17683,16953,17756,16772,10062,10168,9842,10207,9707,11975,12468,11662,12662,11564,15518,15992,15053,16279,14852,7,0,1,0.740703917279777,1.68186743724038,1.56715413223836,6.71319018404908,9189.9312,9663.5771,5000.5536,4189.3776
122,15,43312731432634,"80c8509c-8992-4f63-9ffc-3c7f649b8169",2412,2824,2139,3186,2261,3186,2475,2085,3186,2085,2261,2497,2733,2311,3186,2261,3186,2475,2085,3186,2085,2261,1303,1538,1131,1759,1055,1759,1256,1027,1759,1147,1055,9351,10561,7919,10695,8754,8933,10410,7234,8933,10582,8754,7908,8600,7019,8897,8498,8448,7387,6630,8448,8034,8498,4514,5152,4196,5371,5127,5301,4273,4144,5301,4144,5127,15812,16422,15057,16697,14782,10827,11128,10532,11297,10451,10696,11411,10215,11685,10106,13197,14130,12647,14371,12546,8,0,1,0.589900535577659,1.23456570472903,1.14574527105569,3.87686567164179,12353.0966,12317.3113,4334.4042,8018.6924
123,15,43312706443635,"acee672d-18e3-4891-91c6-7ca4ee96050b",1428,1570,1350,1697,1586,1488,1289,1271,1634,1361,1567,1866,1972,1795,1697,1586,1488,1289,1271,1634,1361,1567,777,879,708,942,731,913,713,652,853,761,752,9970,10864,8597,11105,10100,8309,10470,8199,10823,11091,9996,6571,7235,5719,7457,7217,5668,6093,5248,7238,6709,7158,2870,3256,2571,3407,3357,2631,2629,2444,3258,2884,3375,17407,17681,17122,17812,16961,10075,10223,9929,10342,9840,12010,12339,11758,12656,11616,15400,15781,15089,15995,14932,8,0,1,0.749429724513072,1.67997482594501,1.59387081846815,6.98179271708683,10334.8935,10875.4721,5804.7136,4530.1799
124,15,43312736431636,"0559d335-0c96-4202-9c56-01a34b1919b0",1410,1568,1261,1638,1613,1631,1225,1128,1439,1282,1612,1886,1989,1758,1638,1613,1631,1225,1128,1439,1282,1612,763,879,683,1018,748,1018,669,576,744,743,750,9302,10165,8034,10439,9545,7671,9089,7671,10139,9626,9562,6231,6777,5343,6931,6758,5475,5284,4501,6528,6056,6771,2735,3006,2363,3129,3125,2548,2259,2047,2806,2605,3129,17411,17589,16942,17645,16480,10038,10163,9904,10237,9810,12004,12407,11703,12719,11524,15489,15799,15106,16073,14917,8,0,1,0.736743838685586,1.63863626925792,1.55513517774099,6.59716312056738,9799.7739,10297.2686,5325.5232,4474.2507
125,15,43312706442637,"495b83ac-655e-40a9-9273-20974b824bd3",1493,1703,1338,1995,1995,1995,1287,1247,1483,1247,1913,1954,2182,1787,1995,1995,1995,1287,1247,1483,1247,1913,843,1047,777,1273,1273,1273,808,732,877,777,1199,10062,11135,9308,11721,9541,9541,10289,9042,9525,10189,9294,6246,6720,5739,7111,6498,6498,5643,5569,6070,5578,6435,2800,3075,2333,3241,3241,3241,2162,2121,2851,2121,3169,17484,17751,17018,17817,16538,9902,10057,9656,10093,9599,12393,12825,11988,12946,11818,15726,16339,15231,16556,14921,8,0,1,0.741583729987019,1.68701027680435,1.56985094751652,6.73945077026122,10151.72,10824.0417,5781.0904,4370.6296
126,15,43312736443638,"e7b6a5f5-87f9-466b-8de4-4030cca33523",1342,1599,1267,1925,1925,1925,1304,1183,1331,1327,1409,1897,2080,1821,1925,1925,1925,1304,1183,1331,1327,1409,780,1011,718,1242,1242,1242,940,683,695,703,768,10685,12145,9612,12955,9988,9988,9043,8860,11927,12045,10438,6496,6978,5939,7456,6495,6495,5084,5037,6931,6989,6543,2817,3032,2428,3125,3125,3125,2106,2093,2885,2904,2857,17836,17960,17284,18015,16766,9820,9933,9725,9978,9653,12551,12760,12220,12802,12119,16105,16178,15673,16221,15232,7,0,1,0.776835453562817,1.81234481688392,1.67957402134208,7.96199701937407,10479.2205,11195.6677,6364.1748,4115.0457
127,15,43312706441639,"91905a63-e183-4a26-9391-ffe4c1344a0b",1507,1716,1325,2011,2011,2008,1400,1204,1477,1293,1656,2001,2221,1897,2011,2011,2008,1400,1204,1477,1293,1656,829,1033,730,1265,1252,1265,761,664,761,762,938,10632,11853,9910,12651,10378,10288,10993,9701,10413,11277,10360,6488,7124,5820,7594,6871,6836,5765,5404,6286,6370,6831,2826,3191,2401,3399,3366,3361,2360,2188,2723,2528,3097,17602,17845,17165,17945,16729,9848,10001,9657,10044,9556,12480,12885,12130,13148,12007,15888,16316,15407,16527,15065,8,0,1,0.751709366504654,1.69515140256363,1.60089966174964,7.05507631055076,10541.6107,11285.7178,6194.5217,4347.089
128,15,43312737431640,"126606d8-2f36-4f5c-9797-3d90cd063454",1429,1640,1231,1927,1927,1927,1203,1015,1497,1409,1823,1939,2097,1776,1927,1927,1927,1203,1015,1497,1409,1823,805,981,703,1249,1249,1249,761,587,805,794,1140,10536,11968,9121,12730,9501,9501,9621,8518,11388,12202,9665,6508,7164,5579,7600,6431,6431,5378,4600,7156,7236,6518,2881,3116,2387,3183,3142,3142,2109,1977,3059,2963,3095,17730,17893,17233,17924,16583,9878,10002,9744,10046,9661,12427,12821,12131,13177,11893,15909,16234,15438,16528,14993,7,0,1,0.761136648558295,1.74149998087735,1.63013904600977,7.37298810356893,10506.8527,11190.9817,6181.1019,4325.7508
129,15,43312708452509,"5c300aaf-a3f0-4f8d-9de8-10cedb96b00b",1921,2315,1694,2607,1983,2264,2591,1574,1591,1574,2264,2190,2601,2082,2607,1983,2264,2591,1574,1591,1574,2264,1017,1447,900,2049,964,1043,2020,864,909,898,1043,9959,11750,8269,12631,8194,8028,12613,8028,11070,10980,8028,7202,8440,6570,8849,6267,7024,8784,6215,7055,6999,7024,3636,4124,3216,4324,3421,4324,3929,3116,3127,3133,4324,16719,17261,16013,17494,15603,10318,10662,9964,10912,9902,11437,12057,11024,12225,10667,14653,15444,13728,15593,13000,9,0,1,0.676599326599327,1.45001262762925,1.37916598034371,5.18427902134305,11391.9252,11729.476,5296.6295,6095.2957
130,15,43312708453510,"f72770f9-1a39-4e6b-8fb5-229920d0d3e2",1819,2105,1625,2241,1654,2145,1618,1582,1998,1611,2145,2283,2400,2087,2241,1654,2145,1618,1582,1998,1611,2145,976,1132,877,1284,879,986,891,854,1062,885,986,10206,12180,9097,12705,9386,8704,12664,8675,9330,12642,8704,7666,7990,7310,8277,7364,7868,7713,7104,7376,7739,7868,3572,4230,3331,4700,3257,4700,3422,3165,3783,3413,4700,16972,17575,16294,17732,16045,10291,10742,10010,11106,9946,11470,12273,10842,12421,10491,14877,15549,13736,15738,12998,8,0,1,0.697463617463618,1.51927396565466,1.43883040775153,5.61077515118197,11755.5056,12056.5435,5570.5061,6184.9995
131,15,43312737442511,"4166d812-a335-49d4-8743-5366f7fe5a3a",2677,3572,2078,4218,2612,4187,2077,1943,4194,1943,3018,2628,3247,2393,4218,2612,4187,2077,1943,4194,1943,3018,1309,1789,1070,2203,1340,2194,1071,991,2187,994,1402,9781,10766,8980,10943,9245,9000,10928,8822,9088,10832,9602,7955,9057,7188,9560,7221,8950,7049,6974,8967,7563,8749,4363,5338,3600,5796,3833,5303,3367,3339,5255,3676,5710,15582,16617,14628,16956,13708,10564,10920,10193,11345,9991,10919,11713,10339,12161,10035,13765,14782,12888,15310,12494,8,0,1,0.570235992936266,1.10816460237731,1.0958363156206,3.65371684721703,12577.589,12717.0819,4499.3199,8078.2691
132,15,43312736452512,"8f1b12d5-02d5-403f-ab97-dc572fab758f",1673,1830,1564,1971,1708,1954,1608,1472,1808,1664,1682,2191,2239,2007,1971,1708,1954,1608,1472,1808,1664,1682,896,984,792,1015,779,983,870,742,934,946,808,11208,12294,9777,13205,9311,10618,12037,9250,11624,13205,9250,7372,8004,6959,8569,7070,7415,7412,6636,7907,8393,7113,3312,3541,3110,3701,3316,3466,3332,2908,3295,3606,3354,17343,17614,17018,17758,16880,10093,10264,9997,10395,9969,11930,12239,11591,12384,11301,15421,15652,14992,15736,14672,7,0,1,0.740237559195715,1.64091002960006,1.56576371829062,6.69934249850568,11690.725,12299.2037,6442.9103,5247.8147
133,15,43312737452513,"c4ca8003-5eeb-40ac-bafc-4009c242a0e2",1286,1530,1110,1843,1843,1843,1085,1041,1384,1303,1701,1734,1948,1561,1843,1843,1843,1085,1041,1384,1303,1701,727,916,635,1183,1183,1183,581,571,758,701,1070,8326,10769,6916,11526,7885,7885,8544,6741,9408,11526,7823,5819,6647,4510,7339,6183,6183,4367,3930,6178,6297,6146,2545,2919,1926,3040,3001,3001,1733,1641,2731,2586,2957,17279,17783,16510,17959,16156,9939,10185,9664,10266,9599,11795,12835,11292,13420,11162,15358,16224,14737,16793,14438,6,0,1,0.732417811069496,1.66186676738586,1.54204706748208,6.47433903576983,9011.3843,9395.3088,4732.8696,4278.5147
134,15,43312737442514,"1d10b3ab-6a0d-43ba-8d79-de7d195c70bc",1348,1586,1148,1755,1169,1594,1033,1033,1393,1316,1598,1830,1993,1636,1755,1169,1594,1033,1033,1393,1316,1598,752,1003,658,1194,819,1124,708,633,820,706,966,9090,10548,6630,10773,6003,7264,6902,6003,9298,10677,8742,5859,7020,4305,7434,3583,5389,3654,3583,6174,6232,6669,2559,3102,1768,3201,1524,2448,1440,1429,2731,2657,3061,17276,17697,16576,17809,16408,9920,10189,9681,10274,9642,12067,12866,11418,13199,11296,15525,16333,14887,16747,14718,5,0,1,0.741712971833685,1.67735505676402,1.57023251285879,6.7433234421365,9349.4946,9908.6951,5222.8756,4126.619
135,15,43312708422515,"f39f15b3-e4a7-4b35-b199-fd3e351e0ed1",2362,2675,2107,3012,2340,2956,2277,1948,2258,1983,2969,2519,2658,2345,3012,2340,2956,2277,1948,2258,1983,2969,1195,1344,1103,1448,1144,1388,1133,1065,1112,1084,1409,8287,9059,7860,9965,8314,8007,8447,7694,8315,9920,8264,6885,7371,6464,7683,6259,7023,6305,6229,6885,7479,7539,3846,4133,3636,4373,3561,4059,3555,3554,3750,3857,4359,15592,16127,15108,16686,14686,10529,10626,10414,10684,10328,10967,11339,10677,11589,10444,13712,14129,13308,14502,13056,7,0,1,0.556390271386985,1.09742544915725,1.06131061561389,3.50846740050804,10929.3794,11028.4053,3650.6384,7278.741
136,15,43312736452516,"5f66e4dd-0345-42bc-81d3-429edb65b7ce",1749,2100,1492,2338,1925,2056,1604,1447,1550,1545,1760,2151,2528,2037,2338,1925,2056,1604,1447,1550,1545,1760,1009,1453,806,2022,985,1183,933,768,854,855,993,10151,11916,8776,12692,9653,8754,11910,8603,11841,11860,8747,7106,7915,6487,8802,7457,6088,7213,5988,7144,7184,6900,3383,3731,3039,3925,3673,2977,3217,2930,3192,3202,3587,17005,17650,16467,17695,16187,10150,10413,9919,10507,9903,11705,12268,11300,12482,11180,14999,15602,14409,15769,14178,9,0,1,0.706050420168067,1.60607103261077,1.4638038690974,5.80388793596341,11208.0729,11646.0398,5578.4452,5629.6277
137,15,43312708421519,"5e6ab1e6-5451-4639-9564-e24445b493a0",2054,2328,1918,2457,2120,2135,2059,1855,1997,1985,2299,2319,2518,2151,2457,2120,2135,2059,1855,1997,1985,2299,1091,1238,910,1324,1125,976,1170,820,825,1119,1170,9705,11067,8274,11536,9040,7859,11458,7771,7805,11183,9037,8436,9537,7922,10205,8448,8300,8999,7837,7982,8666,9242,4513,5053,4255,5343,4891,4764,4348,4130,4455,4361,5297,16419,16879,15910,16983,15697,10904,11148,10683,11292,10581,10576,11079,9990,11271,9700,13536,14226,12727,14498,12401,10,0,1,0.650650565524279,1.38129626286333,1.30691601300937,4.72492697176241,12664.227,12499.5866,4933.6678,7730.5592
138,15,43312736442520,"5e07a3a2-dd99-4ef6-bb45-4f2e36421dbb",1286,1390,1134,1444,1229,1393,1326,1057,1444,1311,1444,1702,1818,1578,1444,1229,1393,1326,1057,1444,1311,1444,690,903,546,1012,747,1012,880,510,926,732,926,7763,9213,6410,9591,6287,7108,8435,6287,7963,9591,7963,5194,5833,3857,5878,4113,4988,4857,3600,5878,5740,5878,2224,2623,1657,2789,1845,2262,1937,1468,2789,2368,2789,17161,17547,16684,17596,16667,9917,10178,9691,10229,9686,12124,12730,11627,12946,11502,15558,16228,14905,16417,14806,5,0,1,0.715769698309205,1.57132459970888,1.49234129617341,6.03654743390358,8216.4684,8683.2715,4348.6983,3867.7701
139,15,43312707451521,"542b0e3c-3ef4-4260-be29-4234c1015ab5",1371,1655,1305,2038,2038,2038,1334,1254,1524,1356,1524,1795,1954,1720,2038,2038,2038,1334,1254,1524,1356,1524,773,1009,716,1330,1330,1330,865,682,815,729,815,7717,8502,7056,9005,6868,6868,7820,6834,7014,9005,7014,5655,5886,4956,5998,5790,5790,4711,4709,5850,5998,5850,2621,2883,2251,2999,2999,2999,1957,1957,2974,2644,2974,17043,17252,16259,17374,15417,10144,10318,9876,10453,9746,11759,12369,11087,12595,10840,15121,15714,14247,16000,13916,7,0,1,0.698283450704225,1.56359335731533,1.44117219577777,5.62873814733771,8768.9175,9057.2428,4190.1546,4578.7629
140,15,43312707441522,"b0adb818-68a8-4654-b8b5-7eb4aacb7f7c",1499,1662,1367,1815,1692,1800,1424,1272,1437,1443,1591,1853,1987,1743,1815,1692,1800,1424,1272,1437,1443,1591,801,1004,704,1193,1105,1193,863,659,749,707,898,7387,8246,6773,8680,7056,6852,7546,6449,7547,8213,7916,5533,6230,4928,6909,5166,5538,4614,4528,5740,5764,6635,2682,3006,2287,3260,2457,2879,2004,1944,2645,2640,3180,16739,16897,16238,17003,15844,10244,10387,9956,10457,9781,11340,12099,10919,12415,10725,14643,15378,14162,15817,13944,8,0,1,0.662615349988746,1.41886355968962,1.33993591610836,4.92795196797865,8655.2821,8907.5999,3838.2294,4817.0527
141,17,43312731442523,"fcde9421-7e06-4f8f-9c63-6fb817fe1c8f",1446,1617,1264,1680,1333,1504,1309,1183,1615,1356,1495,1912,2167,1685,1680,1333,1504,1309,1183,1615,1356,1495,838,932,766,1003,904,799,891,733,859,863,784,8566,10559,7127,11723,7924,6986,8018,6772,9438,10242,7051,5837,7222,4979,7944,4661,5543,4707,4556,6700,6684,5656,2608,3165,2093,3356,1855,2636,1859,1855,3048,2759,2673,17157,17544,16749,17672,16458,10056,10204,9822,10291,9674,11887,12374,11447,12651,11081,15419,15993,14922,16345,14505,8,0,1,0.711146624051139,1.62438401168096,1.47872464153389,5.92392807745505,9239.0668,9709.4034,4734.9418,4504.125
142,15,43312706442524,"1154aa55-8392-4bee-9381-f6b32c05b54f",1463,1569,1348,1631,1351,1546,1351,1298,1482,1302,1561,1784,1944,1703,1631,1351,1546,1351,1298,1482,1302,1561,789,905,673,1002,892,781,892,626,776,648,788,7570,8452,6949,9341,7722,6664,7722,6647,6959,7785,6955,5705,6519,5150,7270,4817,6066,4817,4817,5815,5373,6243,2756,3213,2351,3565,2036,3075,2036,2036,2768,2607,3160,16836,17072,16409,17134,16229,10312,10485,9996,10576,9804,11360,12093,10765,12335,10461,14620,15382,14091,15849,13709,8,0,1,0.676076607992915,1.46359583952452,1.37765967046254,5.1742993848257,8846.5422,9071.0435,4011.693,4834.8492
143,15,43312706443525,"03d56cb0-ebdf-4b72-8207-b6afde137200",1295,1383,1237,1387,1284,1255,1284,1237,1369,1275,1319,1600,1726,1488,1387,1284,1255,1284,1237,1369,1275,1319,723,840,649,872,781,724,781,649,808,721,721,6382,6908,5725,6941,6561,5743,6561,5725,6926,6823,6418,4683,4967,4368,4981,4420,4434,4420,4368,4981,4757,4926,2132,2454,1898,2472,1898,1913,1898,1898,2472,2141,2313,16575,16793,16395,16814,16395,10080,10181,9924,10187,9924,11449,11884,10993,11993,10993,14890,15399,14676,15532,14676,3,0,1,0.662628630975642,1.45667487543669,1.3399536402908,4.92818532818533,7328.4204,7620.9473,3332.6222,3995.7982
144,15,43312701431526,"75e7d334-796a-400a-8880-2d97587ea9e0",1415,1572,1162,1647,1139,1520,1139,1098,1440,1198,1469,1882,2057,1738,1647,1139,1520,1139,1098,1440,1198,1469,800,983,696,1071,765,892,765,650,685,693,851,8959,10332,7851,11020,7806,7510,7806,7053,9024,9517,7704,6339,7185,5559,7699,4672,6085,4672,4672,6470,6257,6218,2890,3157,2350,3308,1805,2907,1805,1805,2851,2559,2968,17347,17670,16928,17760,16617,10174,10288,9927,10365,9735,11732,12204,11368,12561,11032,15228,15855,14761,16301,14397,10,0,1,0.727202621939464,1.6471615720524,1.52638394302363,6.33144876325088,9837.0573,10201.9519,5045.9787,4791.0786
